UE,Video,PacketLoss_percent
1,highway,78.1402
2,highway,62.1096
3,highway,84.594
4,highway,85.2186
5,highway,75.6419
1,football,77.5256
6,highway,79.4587
2,football,65.959
3,football,86.652
4,football,84.3094
5,football,59.0776
6,football,58.5408
