UE,Video,Throughput_Mbps
1,highway,0.431405
2,highway,0.349311
3,highway,0.222663
4,highway,0.331269
5,highway,0.315593
1,football,2.081
2,football,0.864988
3,football,0.434324
4,football,1.40596
5,football,1.84828
