UE,Video,PacketLoss_percent
1,highway,1.88679
2,highway,16.7453
3,highway,38.4434
4,highway,19.5755
5,highway,22.1698
1,football,61.2738
2,football,82.7965
3,football,90.1903
4,football,73.0844
5,football,65.4954
