UE,Video,PacketLoss_percent
1,highway,12.9717
2,highway,0
3,highway,29.9528
4,highway,37.9717
5,highway,32.5472
1,football,67.7404
2,football,47.3402
3,football,82.2108
4,football,76.8668
5,football,58.5408
