UE,Video,Throughput_Mbps
1,highway,0.366366
2,highway,0.436616
3,highway,0.281419
4,highway,0.222339
5,highway,0.257095
1,football,1.70223
2,football,2.8683
3,football,0.902414
4,football,1.2008
5,football,2.23183
