UE,Video,MOS
1,highway,1.75
2,highway,1.75
3,highway,1.75
4,highway,1.75
5,highway,1.75
1,football,1.75
6,highway,1.75
2,football,1.75
3,football,1.75
4,football,1.75
5,football,1.75
6,football,1.75
