UE,Video,Throughput_Mbps
1,highway,0.442255
2,highway,0.283283
3,highway,0.170049
4,highway,0.144264
5,highway,0.22487
1,football,1.83944
6,highway,0.173024
2,football,1.15149
3,football,0.79647
4,football,0.678839
5,football,1.52716
6,football,1.55216
