UE,Video,Jitter_ms
1,bowing,9.002063
1,container,13.606910
2,bowing,9.493084
2,container,14.349105
3,bowing,9.984106
3,container,15.091300
4,bowing,10.475128
4,container,15.833495
5,bowing,10.966149
5,container,16.575690
6,bowing,11.457171
6,container,17.317885
