UE,Video,Jitter_ms
1,bowing,5.253727
1,container,3.824747
2,bowing,5.540294
2,container,4.033369
3,bowing,5.826861
3,container,4.241992
4,bowing,6.113428
4,container,4.450615
5,bowing,6.399995
5,container,4.659237
6,bowing,6.686562
6,container,4.867860
