UE,Video,Jitter_ms
1,container,18.848523
1,ice,21.162885
2,container,19.876624
2,ice,22.317224
3,container,20.904726
3,ice,23.471563
4,container,21.932827
4,ice,24.625902
5,container,22.960928
5,ice,25.780242
6,container,23.989029
6,ice,26.934581
