UE,Video,Throughput_Mbps
1,highway,0.369847
2,highway,0.655869
3,highway,0.257623
4,highway,0.207256
5,highway,0.415683
1,football,1.10876
6,highway,0.316236
2,football,1.81799
3,football,0.596035
4,football,0.783675
5,football,2.19322
6,football,2.2344
