UE,Video,PacketLoss_percent
1,highway,76.0583
2,highway,61.4851
3,highway,82.1652
4,highway,84.8716
5,highway,73.0049
1,football,78.2089
6,highway,79.2505
2,football,65.9102
3,football,87.6281
4,football,84.3826
5,football,59.5168
6,football,58.8336
