UE,Video,MOS
1,highway,4.29139
2,highway,4.4132
3,highway,4.16933
4,highway,4.14291
5,highway,4.35016
1,football,3.78687
6,highway,4.31534
2,football,4.0532
3,football,3.47511
4,football,3.6048
5,football,4.10201
6,football,4.10731
