UE,Video,Throughput_Mbps
1,ice,0.43728
2,ice,0.436486
3,ice,0.43728
4,ice,0.43728
1,mother_daughter,0.245488
2,mother_daughter,0.244999
3,mother_daughter,0.245488
4,mother_daughter,0.245488
