UE,Video,Throughput_Mbps
1,highway,0.459719
2,highway,0.278584
3,highway,0.188114
4,highway,0.135707
5,highway,0.204977
1,football,1.83256
6,highway,0.170039
2,football,1.15562
3,football,0.783215
4,football,0.697359
5,football,1.54471
6,football,1.55425
