UE,Video,PacketLoss_percent
1,highway,71.6169
2,highway,81.7488
3,highway,85.5656
4,highway,88.2026
5,highway,84.7328
1,football,65.7638
6,highway,86.8147
2,football,77.4524
3,football,84.285
4,football,85.92
5,football,70.7174
6,football,70.7418
