UE,Video,Jitter_ms
1,bowing,0.239231
1,ice,4.523549
2,bowing,0.252280
2,ice,4.770288
3,bowing,0.265329
3,ice,5.017027
4,bowing,0.278378
4,ice,5.263766
5,bowing,0.291427
5,ice,5.510505
6,bowing,0.304475
6,ice,5.757244
