UE,Video,Jitter_ms
1,bowing,2.419135
1,football,25.557943
2,bowing,2.584076
2,football,27.300530
3,bowing,2.749017
3,football,29.043117
4,bowing,2.913958
4,football,30.785704
5,bowing,3.078899
5,football,32.528291
