UE,Video,Delay_ms
1,akiyo,10.56
2,akiyo,8.62
3,akiyo,10.11
4,akiyo,10.40
5,akiyo,12.93
1,bowing,9.60
2,bowing,7.84
3,bowing,9.19
4,bowing,9.45
5,bowing,11.75
