UE,Video,Throughput_Mbps
1,highway,0.331875
2,highway,0.647891
3,highway,0.216055
4,highway,0.204407
5,highway,0.385105
1,football,1.15208
6,highway,0.305226
2,football,1.82052
3,football,0.641449
4,football,0.782604
5,football,2.21432
6,football,2.24729
