UE,Video,PacketLoss_percent
1,akiyo,68.53
2,akiyo,48.28
3,akiyo,62.06
4,akiyo,63.95
5,akiyo,88.09
6,akiyo,89.67
1,bowing,65.89
2,bowing,46.42
3,bowing,59.67
4,bowing,61.49
5,bowing,84.69
6,bowing,86.22
