UE,Video,PSNR_dB
1,highway,34.3778
2,highway,35.9142
3,highway,32.953
4,highway,32.7323
5,highway,35.0445
1,football,29.8003
6,highway,34.7503
2,football,31.634
3,football,28.0328
4,football,28.531
5,football,32.265
6,football,32.3151
