UE,Video,MOS
1,highway,4.28148
2,highway,4.40952
3,highway,4.16275
4,highway,4.14436
5,highway,4.33704
1,football,3.80005
6,highway,4.31253
2,football,4.05283
3,football,3.50547
4,football,3.5885
5,football,4.10541
6,football,4.10959
