UE,Video,MOS
1,highway,4.35154
2,highway,4.29646
3,highway,4.22501
4,highway,4.19877
5,highway,4.29281
1,football,4.05614
6,highway,4.27663
2,football,3.86268
3,football,3.6323
4,football,3.53498
5,football,3.99503
6,football,4.00058
