UE,Video,PacketLoss_percent
1,highway,73.3518
2,highway,81.4712
3,highway,86.3289
4,highway,88.4108
5,highway,83.9695
1,football,65.5198
6,highway,86.9535
2,football,77.5744
3,football,84.041
4,football,86.2128
5,football,71.0591
6,football,70.6442
