UE,Video,Delay_ms
1,akiyo,21.12
2,akiyo,17.05
3,akiyo,19.82
4,akiyo,20.20
5,akiyo,25.06
6,akiyo,25.38
1,bowing,20.16
2,bowing,16.28
3,bowing,18.92
4,bowing,19.29
5,bowing,23.92
6,bowing,24.23
