UE,Video,Jitter_ms
1,akiyo,2.163203
1,bowing,2.811988
2,akiyo,2.281196
2,bowing,2.965369
3,akiyo,2.399189
3,bowing,3.118751
4,akiyo,2.517182
4,bowing,3.272132
5,akiyo,2.635175
5,bowing,3.425513
6,akiyo,2.753168
6,bowing,3.578894
