UE,Video,Jitter_ms
1,akiyo,3.589428
1,bowing,4.997435
2,akiyo,3.785215
2,bowing,5.270022
3,akiyo,3.981002
3,bowing,5.542610
4,akiyo,4.176789
4,bowing,5.815197
5,akiyo,4.372576
5,bowing,6.087784
6,akiyo,4.568364
6,bowing,6.360372
