UE,Video,PacketLoss_percent
1,coastguard,68.53
2,coastguard,48.28
3,coastguard,62.06
4,coastguard,63.95
5,coastguard,88.09
6,coastguard,89.67
1,bowing,65.89
2,bowing,46.42
3,bowing,59.67
4,bowing,61.49
5,bowing,84.69
6,bowing,86.22
