UE,Video,Delay_ms
1,football,10.56
2,football,8.53
3,football,9.91
4,football,10.10
5,football,12.53
6,football,12.69
1,st_highway_cif,9.60
2,st_highway_cif,7.75
3,st_highway_cif,9.01
4,st_highway_cif,9.18
5,st_highway_cif,11.39
6,st_highway_cif,11.54
