UE,Video,MOS
1,football,3.53
2,football,3.67
3,football,3.57
4,football,3.56
5,football,3.40
6,football,3.38
1,st_highway_cif,3.33
2,st_highway_cif,3.47
3,st_highway_cif,3.37
4,st_highway_cif,3.36
5,st_highway_cif,3.20
6,st_highway_cif,3.18
