UE,Video,FramesLost
1,football,15
2,football,10
3,football,13
4,football,14
5,football,19
6,football,19
1,st_highway_cif,15
2,st_highway_cif,11
3,st_highway_cif,14
4,st_highway_cif,14
5,st_highway_cif,20
6,st_highway_cif,20
