UE,Video,Throughput_Mbps
1,football,9.60
2,football,11.86
3,football,10.32
4,football,10.11
5,football,7.43
6,football,7.25
1,st_highway_cif,10.64
2,st_highway_cif,13.13
3,st_highway_cif,11.43
4,st_highway_cif,11.20
5,st_highway_cif,8.23
6,st_highway_cif,8.03
