UE,Video,PacketLoss_percent
1,football,50.70
2,football,35.72
3,football,45.91
4,football,47.32
5,football,65.17
6,football,66.34
1,st_highway_cif,53.20
2,st_highway_cif,37.48
3,st_highway_cif,48.18
4,st_highway_cif,49.65
5,st_highway_cif,68.39
6,st_highway_cif,69.62
