UE,Video,PacketLoss_percent
1,container,50.70
2,container,35.72
3,container,45.91
4,container,47.32
5,container,65.17
6,container,66.34
1,ice,53.20
2,ice,37.48
3,ice,48.18
4,ice,49.65
5,ice,68.39
6,ice,69.62
